date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
05-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",37,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Kozhikode,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Eloor,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Kollam,1,PM2.5,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Kochi,1,PM2.5,148,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Ernakulam,1,CO,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Thiruvananthapuram,2,CO,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Kollam,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Kochi,1,PM2.5,210,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Kozhikode,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-11-2022,Kerala,Kannur,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Kozhikode,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Kollam,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Kannur,1,PM2.5,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-11-2022,Kerala,Kochi,1,PM2.5,157,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2022,Kerala,Kochi,1,PM2.5,200,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2022,Kerala,Kannur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2022,Kerala,Eloor,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2022,Kerala,Kozhikode,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2022,Kerala,Kollam,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2022,Kerala,Eloor,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2022,Kerala,Kozhikode,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-11-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Eloor,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Thrissur,1,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Ernakulam,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Kannur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-10-2022,Kerala,Kollam,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Eloor,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Thrissur,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Ernakulam,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Kollam,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-10-2022,Kerala,Kozhikode,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2022,Kerala,Ernakulam,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2022,Kerala,Kochi,1,PM2.5,180,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2022,Kerala,Eloor,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2022,Kerala,Kannur,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2022,Kerala,Kollam,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Kollam,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Kochi,1,PM2.5,211,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Ernakulam,1,CO,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Kozhikode,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Eloor,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Thiruvananthapuram,2,PM2.5,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Kollam,1,PM10,127,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Kochi,1,PM2.5,221,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Eloor,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Ernakulam,1,CO,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2022,Kerala,Kozhikode,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Kochi,1,PM2.5,215,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Kollam,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Kannur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Kozhikode,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Eloor,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-10-2022,Kerala,Ernakulam,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Eloor,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Ernakulam,1,PM10,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Thiruvananthapuram,2,PM2.5,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Kerala,Kollam,1,PM10,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Eloor,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Thiruvananthapuram,2,PM2.5,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Ernakulam,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Kochi,1,PM2.5,137,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Kollam,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Eloor,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Kollam,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Ernakulam,1,PM10,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-10-2022,Kerala,Kochi,1,PM2.5,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Kollam,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Thiruvananthapuram,2,"PM2.5,O3",54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Kozhikode,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Ernakulam,1,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Eloor,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-10-2022,Kerala,Kochi,1,PM2.5,155,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Ernakulam,1,CO,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Kochi,1,PM2.5,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Eloor,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Thiruvananthapuram,2,"PM10,CO",60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Kollam,1,PM2.5,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2022,Kerala,Kozhikode,1,PM10,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Thiruvananthapuram,1,PM2.5,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Ernakulam,1,CO,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Eloor,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Kochi,1,PM2.5,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Kozhikode,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Kerala,Kollam,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Kollam,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Kozhikode,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Kochi,1,PM2.5,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Ernakulam,1,CO,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-10-2022,Kerala,Thiruvananthapuram,2,"PM10,CO",36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Kollam,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Thiruvananthapuram,2,"CO,NO2",28,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Eloor,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Kannur,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Kochi,1,PM2.5,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Ernakulam,1,CO,33,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-10-2022,Kerala,Kozhikode,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Eloor,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Thiruvananthapuram,2,"CO,NO2",34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Ernakulam,1,CO,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-10-2022,Kerala,Kochi,1,PM2.5,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Kochi,1,PM2.5,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Thrissur,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Ernakulam,1,CO,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Kozhikode,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Eloor,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Kollam,1,PM2.5,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-10-2022,Kerala,Thiruvananthapuram,2,"CO,NO2",36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2022,Kerala,Thiruvananthapuram,2,"PM10,CO",38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2022,Kerala,Ernakulam,1,CO,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2022,Kerala,Kannur,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-10-2022,Kerala,Kochi,1,PM2.5,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
